Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,consent,prereg_experience,dev_experience,dev_reputation_1,report_experience,report_reputation_1,report_reputation_2,prereg_barriers_1,prereg_barriers_2,prereg_barriers_3,report_consequences_1,report_consequences_2,report_consequences_3,assessed_cr_tr_a_1,assessed_cr_tr_a_2,cr_factors_a,tr_factors_a,assessed_cr_tr_b_1,assessed_cr_tr_b_2,cr_factors_b,tr_factors_b,assessed_cr_tr_c_1,assessed_cr_tr_c_2,cr_factors_c,tr_factors_c,fishy_c,assessed_cr_tr_d_1,assessed_cr_tr_d_2,cr_factors_d,tr_factors_d,fishy_d,practices_perception_1,practices_perception_2,practices_perception_3,requirement,guidance,norms,training,research_area,phd_defense,phd_defense_2_TEXT,country,scenario_version
100,1108,True,2024-03-19 13:24:10,R_4yeZGipGs4S3i1U,email,EN,Yes,Yes,Yes,I rather agree,Yes,I rather agree,NA,NA,NA,NA,the same / equally,less,less,NA,NA,NA,NA,NA,NA,NA,NA,81,50,"sample size,statistical methods,study design,wording of the text,hypotheses,information about preregistration,other:","sample size,statistical methods,study design,wording of the text",I thought it was fishy,NA,NA,NA,NA,NA,72,17,20,"my PI or collaborators.,the journal where I would like to submit my paper/I have submitted my paper.,else:","my PI or collaborators.,the funder of my research project.,the journal where I would like to submit my paper/I have submitted my paper.,else:",I agree,Yes,Psychiatry / Psychology,Year of my PhD defense:,2025,Brazil and Netherlands,C
100,482,True,2024-03-19 13:24:17,R_2PB5UYG4dF9pMYI,email,EN,Yes,Yes,Yes,I rather don't agree,Yes,I agree,NA,NA,NA,NA,the same / equally,the same / equally,the same / equally,50,50,"research field,sample size,statistical methods,study design,wording of the text","statistical methods,study design,wording of the text",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,50,31,"my PI or collaborators.,the funder of my research project.,the journal where I would like to submit my paper/I have submitted my paper.",none,I don't agree,No,Clinical Medicine,I haven't had a PhD defense,-99,iran,A
100,478,True,2024-03-19 13:24:44,R_40koWX6qGBcqvgf,email,EN,Yes,Yes,Yes,I don't agree,Yes,I agree,NA,NA,NA,NA,the same / equally,more,more,25,37,"research field,sample size,statistical methods,study design,wording of the text,hypotheses,information about preregistration,information about deviations from the original plan","sample size,statistical methods,study design,wording of the text,information about preregistration,information about deviations from the original plan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,50,10,else:,my PI or collaborators.,I don't agree,No,Multidisciplinary,Year of my PhD defense:,2019,"England, UK",A
100,955,True,2024-03-19 13:25:06,R_2H2AhyIQTjEFZsF,email,EN,Yes,No,NA,NA,NA,NA,NA,I agree,I don't know,I agree,less,more,the same / equally,NA,NA,NA,NA,NA,NA,NA,NA,71,50,"statistical methods,study design,information about deviations from the original plan","sample size,statistical methods,study design,hypotheses,information about deviations from the original plan",I thought it was a good decision,NA,NA,NA,NA,NA,81,51,25,"my PI or collaborators.,the funder of my research project.",none,I don't know,No,Multidisciplinary,Year of my PhD defense:,2008,Romania,C
100,1364,True,2024-03-19 13:25:10,R_5O7wC6XdwEZocfv,email,EN,Yes,No,NA,NA,NA,NA,NA,I rather don't agree,I rather agree,I agree,less,less,less,NA,NA,NA,NA,100,100,"sample size,statistical methods,study design,other:","statistical methods,study design,other:",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,50,80,none,none,I don't know,No,Other:,Year of my PhD defense:,2011,Switzerland,B
100,499241,True,2024-03-19 13:26:02,R_4wsoPucSIc2jNQh,email,EN,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,the same / equally,the same / equally,more,NA,NA,NA,NA,NA,NA,NA,NA,46,46,information about preregistration,sample size,I thought it was a good decision,NA,NA,NA,NA,NA,46,44,47,the funder of my research project.,the funder of my research project.,I rather agree,Yes,Clinical Medicine,Year of my PhD defense:,2020,Greece,C
100,1144,True,2024-03-19 13:31:20,R_4ron85Di5X5Snmk,email,EN,Yes,No,NA,NA,NA,NA,NA,I don't agree,I agree,I agree,the same / equally,more,more,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,90,"sample size,statistical methods,study design,hypotheses,information about deviations from the original plan","sample size,statistical methods,study design,hypotheses,information about preregistration,information about deviations from the original plan",I thought it was fishy,30,20,60,"my PI or collaborators.,the funder of my research project.,the journal where I would like to submit my paper/I have submitted my paper.","the funder of my research project.,the journal where I would like to submit my paper/I have submitted my paper.",I don't agree,No,Other:,I haven't had a PhD defense,-99,INDIA,D
100,553,True,2024-03-19 13:33:38,R_4N513xNzjAwH1Nz,email,EN,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,less,less,more,50,40,"sample size,statistical methods,study design","sample size,information about deviations from the original plan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,30,50,"my PI or collaborators.,the funder of my research project.,the journal where I would like to submit my paper/I have submitted my paper.","my PI or collaborators.,the funder of my research project.",I agree,Yes,Clinical Medicine,Year of my PhD defense:,2014,China,A
100,1815,True,2024-03-19 13:33:56,R_6LcKSAHGeuOFXRb,email,EN,Yes,No,NA,NA,NA,NA,NA,I don't know,I don't know,I don't know,the same / equally,the same / equally,the same / equally,50,50,"sample size,statistical methods,study design,hypotheses","research field,study design,hypotheses,information about preregistration,information about deviations from the original plan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,10,50,"my PI or collaborators.,the journal where I would like to submit my paper/I have submitted my paper.","my PI or collaborators.,the journal where I would like to submit my paper/I have submitted my paper.",I don't know,I don't know,Other:,Year of my PhD defense:,2021,UK,A
100,499173,True,2024-03-19 13:35:56,R_8hRzmzEGXBOfKSY,email,EN,Yes,No,NA,NA,NA,NA,NA,I don't agree,I agree,I don't agree,the same / equally,more,more,NA,NA,NA,NA,85,85,"research field,sample size,study design,information about deviations from the original plan","wording of the text,hypotheses",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,30,30,"my PI or collaborators.,the journal where I would like to submit my paper/I have submitted my paper.","my PI or collaborators.,the journal where I would like to submit my paper/I have submitted my paper.",I agree,Yes,Social Sciences,Year of my PhD defense:,2020,Isreal,B
100,359,True,2024-03-19 13:35:57,R_2X84bHnzINYJuX7,email,EN,Yes,No,NA,NA,NA,NA,NA,I agree,I rather agree,I agree,less,more,more,NA,NA,NA,NA,NA,NA,NA,NA,90,90,"sample size,statistical methods,study design,wording of the text,hypotheses,information about preregistration,information about deviations from the original plan","statistical methods,study design,wording of the text,hypotheses",I thought it was a good decision,NA,NA,NA,NA,NA,40,20,60,my PI or collaborators.,my PI or collaborators.,I agree,No,Clinical Medicine,Year of my PhD defense:,2022,Brazil,C
100,519,True,2024-03-19 13:36:06,R_3eGmzNiDbT14BYl,email,EN,Yes,Yes,Yes,I don't agree,Yes,I agree,NA,NA,NA,NA,the same / equally,the same / equally,the same / equally,85,85,"sample size,statistical methods,study design,wording of the text,hypotheses","sample size,statistical methods,study design,wording of the text,hypotheses",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,71,45,"my PI or collaborators.,the journal where I would like to submit my paper/I have submitted my paper.",the journal where I would like to submit my paper/I have submitted my paper.,I don't know,No,Clinical Medicine,Year of my PhD defense:,2008,Canada,A
100,499661,True,2024-03-19 13:36:19,R_2wp44L4PcNrmGiO,email,EN,Yes,No,NA,NA,NA,NA,NA,I don't agree,I agree,I don't know,more,the same / equally,more,NA,NA,NA,NA,NA,NA,NA,NA,65,66,"sample size,statistical methods,study design,wording of the text,hypotheses,information about preregistration,information about deviations from the original plan","sample size,statistical methods,study design,wording of the text,hypotheses,information about preregistration,information about deviations from the original plan",I thought it was a good decision,NA,NA,NA,NA,NA,83,32,14,"my PI or collaborators.,the funder of my research project.,the journal where I would like to submit my paper/I have submitted my paper.","the funder of my research project.,the journal where I would like to submit my paper/I have submitted my paper.",I don't agree,I don't know,Clinical Medicine,Year of my PhD defense:,2012,Brazil,C
100,520,True,2024-03-19 13:37:10,R_8rOlInW6TKvFxxO,email,EN,Yes,Yes,I don't know,NA,NA,NA,NA,NA,NA,NA,the same / equally,less,more,NA,NA,NA,NA,NA,NA,NA,NA,50,50,"sample size,study design,wording of the text,information about deviations from the original plan",other:,I thought it was fishy,NA,NA,NA,NA,NA,90,20,10,else:,else:,I don't know,I don't know,Social Sciences,Year of my PhD defense:,2020,Germany,C
100,1326,True,2024-03-19 13:38:04,R_1t2OXbL7n1oHxbb,email,EN,Yes,No,NA,NA,NA,NA,NA,I don't agree,I don't agree,I don't agree,the same / equally,more,more,NA,NA,NA,NA,NA,NA,NA,NA,61,50,"sample size,statistical methods,study design,wording of the text,hypotheses,information about deviations from the original plan","wording of the text,other:",I was indifferent about it,NA,NA,NA,NA,NA,70,70,29,else:,else:,I agree,Yes,Psychiatry / Psychology,Year of my PhD defense:,1999,Netherlands,C
100,618,True,2024-03-19 13:38:39,R_21bBQtj5rxBL9Pb,email,EN,Yes,No,NA,NA,NA,NA,NA,I rather don't agree,I rather agree,I agree,less,more,more,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,90,"sample size,statistical methods,study design,wording of the text","sample size,statistical methods,study design,wording of the text,hypotheses",I thought it was a good decision,90,50,30,none,none,I don't agree,No,Psychiatry / Psychology,Year of my PhD defense:,2000,Croatia,D
100,637,True,2024-03-19 13:39:44,R_8qRarNQMTqN0ONT,email,EN,Yes,No,NA,NA,NA,NA,NA,I don't agree,I rather don't agree,I agree,less,the same / equally,more,40,50,"sample size,statistical methods,study design,hypotheses,other:","statistical methods,study design,wording of the text,hypotheses",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,60,50,"my PI or collaborators.,the journal where I would like to submit my paper/I have submitted my paper.","my PI or collaborators.,the journal where I would like to submit my paper/I have submitted my paper.",I rather don't agree,Yes,Psychiatry / Psychology,Year of my PhD defense:,2023,Denmark,A
100,616,True,2024-03-19 13:44:24,R_1fH8f7WZPGOTArc,email,EN,Yes,Yes,Yes,I don't agree,Yes,I agree,NA,NA,NA,NA,the same / equally,the same / equally,the same / equally,NA,NA,NA,NA,20,20,"sample size,statistical methods,study design,hypotheses","sample size,statistical methods,study design,hypotheses",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,30,60,else:,none,I rather agree,I don't know,Other:,Year of my PhD defense:,1997,France,B
100,619,True,2024-03-19 13:45:00,R_4uNHm9xJKOUKKuc,email,EN,Yes,No,NA,NA,NA,NA,NA,I rather agree,I agree,I agree,less,less,less,NA,NA,NA,NA,NA,NA,NA,NA,70,80,"sample size,statistical methods,study design,information about preregistration,information about deviations from the original plan","sample size,statistical methods,study design,information about deviations from the original plan",I was indifferent about it,NA,NA,NA,NA,NA,90,20,10,none,none,I rather don't agree,I don't know,Clinical Medicine,Year of my PhD defense:,2010,Australia,C
100,1920,True,2024-03-19 13:46:00,R_5lztzU9ULOkfJaC,email,EN,Yes,No,NA,NA,NA,NA,NA,I rather don't agree,I agree,I agree,the same / equally,more,more,NA,NA,NA,NA,79,95,"sample size,statistical methods,study design,hypotheses","research field,statistical methods,study design",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,61,49,my PI or collaborators.,"my PI or collaborators.,the journal where I would like to submit my paper/I have submitted my paper.,else:",I rather don't agree,No,Social Sciences,Year of my PhD defense:,2022,Nigeria,B
100,309,True,2024-03-19 13:49:25,R_5qWniZvyt0p1CNL,email,EN,Yes,Yes,Yes,I rather don't agree,Yes,I rather don't agree,NA,NA,NA,NA,more,the same / equally,more,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,82,"sample size,statistical methods,study design,hypotheses","statistical methods,study design",I was indifferent about it,72,44,78,"my PI or collaborators.,the journal where I would like to submit my paper/I have submitted my paper.",none,I rather agree,No,Clinical Medicine,I haven't had a PhD defense,-99,United States,D
100,699,True,2024-03-19 13:50:45,R_2AF6N51KYbBi90q,email,EN,Yes,Yes,Yes,I don't agree,Yes,I agree,NA,NA,NA,NA,the same / equally,more,more,10,11,"sample size,study design,wording of the text","research field,study design,wording of the text",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,51,82,the funder of my research project.,the funder of my research project.,I agree,Yes,Clinical Medicine,Year of my PhD defense:,1995,usa,A
100,441,True,2024-03-19 13:51:16,R_3UfXSyhr3HduwlH,email,EN,Yes,No,NA,NA,NA,NA,NA,I don't agree,I agree,I agree,less,more,more,NA,NA,NA,NA,94,94,"sample size,statistical methods,study design","sample size,statistical methods,study design,wording of the text",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,14,86,none,none,I don't know,No,Clinical Medicine,I haven't had a PhD defense,-99,United States,B
100,566,True,2024-03-19 13:56:03,R_6ZJKcMD9szNxxz5,email,EN,Yes,Yes,Yes,I rather agree,Yes,I rather agree,NA,NA,NA,NA,less,more,more,NA,NA,NA,NA,NA,NA,NA,NA,75,74,"sample size,statistical methods,study design,wording of the text,information about preregistration,information about deviations from the original plan,other:","statistical methods,study design,wording of the text,information about preregistration,information about deviations from the original plan,other:",I was indifferent about it,NA,NA,NA,NA,NA,95,75,50,"my PI or collaborators.,the journal where I would like to submit my paper/I have submitted my paper.","my PI or collaborators.,the journal where I would like to submit my paper/I have submitted my paper.",I don't know,Yes,Psychiatry / Psychology,Year of my PhD defense:,2013,Duke University,C
100,551,True,2024-03-19 13:56:09,R_4OP7lLirp7Qy6N4,email,EN,Yes,No,NA,NA,NA,NA,NA,I rather don't agree,I agree,I rather agree,less,the same / equally,the same / equally,19,10,"sample size,statistical methods,study design","statistical methods,study design",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,33,25,the journal where I would like to submit my paper/I have submitted my paper.,"the funder of my research project.,the journal where I would like to submit my paper/I have submitted my paper.",I rather agree,No,Other:,Year of my PhD defense:,2016,China,A
100,2661,True,2024-03-19 13:59:28,R_1HtyjWGMFYnfC4V,email,EN,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,the same / equally,more,more,NA,NA,NA,NA,30,30,"statistical methods,study design,information about preregistration,information about deviations from the original plan","statistical methods,study design,wording of the text,hypotheses,information about preregistration",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,50,65,the journal where I would like to submit my paper/I have submitted my paper.,the journal where I would like to submit my paper/I have submitted my paper.,I rather agree,No,Psychiatry / Psychology,Year of my PhD defense:,2023,Germany,B
100,507,True,2024-03-19 14:01:00,R_4pGQBi9vzRJCprm,email,EN,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,the same / equally,less,more,NA,NA,NA,NA,NA,NA,NA,NA,81,91,"sample size,study design,wording of the text","sample size,study design,wording of the text,information about preregistration,information about deviations from the original plan",I thought it was a good decision,NA,NA,NA,NA,NA,10,5,3,the journal where I would like to submit my paper/I have submitted my paper.,"the funder of my research project.,the journal where I would like to submit my paper/I have submitted my paper.",I rather don't agree,Yes,Clinical Medicine,Year of my PhD defense:,2020,Korea,C
100,498357,True,2024-03-19 14:04:02,R_6Gj4gWBnCpInGQA,email,EN,Yes,No,NA,NA,NA,NA,NA,I rather don't agree,I don't agree,I don't know,the same / equally,more,more,NA,NA,NA,NA,80,80,"sample size,statistical methods,study design,wording of the text","sample size,statistical methods,study design,wording of the text,hypotheses,information about deviations from the original plan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,50,40,none,none,I don't agree,No,Multidisciplinary,Year of my PhD defense:,2019,France,B
100,820,True,2024-03-19 14:08:16,R_3GxMfuh9xQLeBNq,email,EN,Yes,Yes,Yes,I agree,Yes,I agree,NA,NA,NA,NA,less,less,the same / equally,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,66,"statistical methods,study design,information about preregistration,information about deviations from the original plan","wording of the text,information about preregistration,information about deviations from the original plan",I thought it was fishy,99,60,30,the journal where I would like to submit my paper/I have submitted my paper.,none,I don't know,No,Psychiatry / Psychology,Year of my PhD defense:,14,Italy,D
100,2103,True,2024-03-19 14:13:37,R_2RVUjA4FpwpCwa6,email,EN,Yes,Yes,Yes,I don't agree,Yes,I agree,NA,NA,NA,NA,less,more,more,30,30,"sample size,information about preregistration,information about deviations from the original plan",other:,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,10,40,"my PI or collaborators.,the journal where I would like to submit my paper/I have submitted my paper.",none,I don't agree,No,Clinical Medicine,Year of my PhD defense:,2011,Brazil,A
